"gene","transcript","protein","uniprot","align","identity","evalue","name","lineage","domain","genus"
"83","TRINITY_DN109391_c1_g1","TRINITY_DN109391_c1_g1_i5","TRINITY_DN109391_c1_g1::TRINITY_DN109391_c1_g1_i5::g.69327::m.69327","YL093_MIMIV","Q:1-327,H:272-378",45.946,1.5e-15,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"84","TRINITY_DN109391_c1_g1","TRINITY_DN109391_c1_g1_i5","TRINITY_DN109391_c1_g1::TRINITY_DN109391_c1_g1_i5::g.69327::m.69327","YL093_MIMIV","Q:1-327,H:198-308",41.593,3.76e-11,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"85","TRINITY_DN109391_c1_g1","TRINITY_DN109391_c1_g1_i5","TRINITY_DN109391_c1_g1::TRINITY_DN109391_c1_g1_i5::g.69327::m.69327","YL093_MIMIV","Q:1-327,H:305-411",40.541,4.23e-11,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"86","TRINITY_DN109391_c1_g1","TRINITY_DN109391_c1_g1_i5","TRINITY_DN109391_c1_g1::TRINITY_DN109391_c1_g1_i5::g.69327::m.69327","YL093_MIMIV","Q:1-246,H:342-419",42.683,4.6e-08,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"87","TRINITY_DN109391_c1_g1","TRINITY_DN109391_c1_g1_i5","TRINITY_DN109391_c1_g1::TRINITY_DN109391_c1_g1_i5::g.69327::m.69327","YL093_MIMIV","Q:1-327,H:124-238",34.188,4.43e-07,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"88","TRINITY_DN109391_c1_g1","TRINITY_DN109391_c1_g1_i6",NA,"YL093_MIMIV","Q:81-383,H:271-371",46.602,5.58e-13,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"89","TRINITY_DN109391_c1_g1","TRINITY_DN109391_c1_g1_i6",NA,"YL093_MIMIV","Q:21-383,H:284-404",39.024,4.56e-11,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"90","TRINITY_DN109391_c1_g1","TRINITY_DN109391_c1_g1_i6",NA,"YL093_MIMIV","Q:81-383,H:197-301",41.905,1.35e-10,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"91","TRINITY_DN109391_c1_g1","TRINITY_DN109391_c1_g1_i6",NA,"YL093_MIMIV","Q:75-380,H:158-263",38.679,2.33e-10,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"92","TRINITY_DN109391_c1_g1","TRINITY_DN109391_c1_g1_i6",NA,"YL093_MIMIV","Q:81-329,H:341-419",45.783,7.47e-09,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"93","TRINITY_DN109391_c1_g1","TRINITY_DN109391_c1_g1_i6",NA,"YL093_MIMIV","Q:81-380,H:123-226",32.692,1.08e-06,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"94","TRINITY_DN110009_c0_g1","TRINITY_DN110009_c0_g1_i1",NA,"TAL_PROMT","Q:140-3,H:2-47",63.043,4.22e-12,"Transaldolase","Bacteria; Cyanobacteria; Synechococcales; Prochloraceae; Prochlorococcus","Bacteria","Prochlorococcus"
"95","TRINITY_DN110009_c0_g1","TRINITY_DN110009_c0_g1_i2",NA,"TAL_PROMT","Q:140-3,H:2-47",67.391,5.65e-13,"Transaldolase","Bacteria; Cyanobacteria; Synechococcales; Prochloraceae; Prochlorococcus","Bacteria","Prochlorococcus"
"96","TRINITY_DN110127_c0_g2","TRINITY_DN110127_c0_g2_i1",NA,"Y220_RICBR","Q:219-1,H:513-586",39.189,3.2e-06,"Putative ankyrin repeat protein RBE_0220","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group","Bacteria","belli group"
"97","TRINITY_DN110934_c1_g1","TRINITY_DN110934_c1_g1_i2","TRINITY_DN110934_c1_g1::TRINITY_DN110934_c1_g1_i2::g.18217::m.18217","Y045_METMA","Q:3-437,H:148-294",36.054,1.53e-13,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"98","TRINITY_DN110934_c1_g1","TRINITY_DN110934_c1_g1_i2","TRINITY_DN110934_c1_g1::TRINITY_DN110934_c1_g1_i2::g.18217::m.18217","Y045_METMA","Q:81-437,H:108-228",33.333,2.39e-10,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"99","TRINITY_DN110934_c1_g1","TRINITY_DN110934_c1_g1_i2","TRINITY_DN110934_c1_g1::TRINITY_DN110934_c1_g1_i2::g.18217::m.18217","Y045_METMA","Q:12-320,H:250-353",38.462,1.52e-06,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"100","TRINITY_DN110934_c1_g1","TRINITY_DN110934_c1_g1_i3","TRINITY_DN110934_c1_g1::TRINITY_DN110934_c1_g1_i3::g.18218::m.18218","Y045_METMA","Q:4-468,H:138-294",35.032,1.55e-13,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"101","TRINITY_DN110934_c1_g1","TRINITY_DN110934_c1_g1_i3","TRINITY_DN110934_c1_g1::TRINITY_DN110934_c1_g1_i3::g.18218::m.18218","Y045_METMA","Q:124-471,H:112-229",34.167,1.14e-09,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"102","TRINITY_DN110934_c1_g1","TRINITY_DN110934_c1_g1_i3","TRINITY_DN110934_c1_g1::TRINITY_DN110934_c1_g1_i3::g.18218::m.18218","Y045_METMA","Q:4-351,H:237-353",35.897,4.9e-06,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"103","TRINITY_DN111132_c0_g1","TRINITY_DN111132_c0_g1_i9",NA,"COTG_BACSU","Q:260-9,H:30-113",41.667,2.25e-06,"Spore coat protein G","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus","Bacteria","Bacillus"
"104","TRINITY_DN111231_c0_g1","TRINITY_DN111231_c0_g1_i5",NA,"Y045_METMA","Q:1-282,H:138-231",35.789,1.8e-08,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"105","TRINITY_DN111237_c1_g1","TRINITY_DN111237_c1_g1_i7",NA,"PPE24_MYCTO","Q:242-15,H:355-430",38.158,1.09e-10,"Uncharacterized PPE family protein PPE24","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"106","TRINITY_DN111237_c1_g1","TRINITY_DN111237_c1_g1_i7",NA,"PPE24_MYCTO","Q:242-15,H:345-420",38.158,3.56e-10,"Uncharacterized PPE family protein PPE24","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"107","TRINITY_DN111237_c1_g1","TRINITY_DN111237_c1_g1_i7",NA,"PPE24_MYCTO","Q:242-24,H:370-442",39.726,6.52e-10,"Uncharacterized PPE family protein PPE24","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"108","TRINITY_DN111237_c1_g1","TRINITY_DN111237_c1_g1_i7",NA,"PPE24_MYCTO","Q:242-3,H:360-439",37.5,9.45e-10,"Uncharacterized PPE family protein PPE24","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"109","TRINITY_DN111237_c1_g1","TRINITY_DN111237_c1_g1_i7",NA,"PPE24_MYCTO","Q:242-15,H:365-440",38.158,1.12e-09,"Uncharacterized PPE family protein PPE24","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"110","TRINITY_DN111237_c1_g1","TRINITY_DN111237_c1_g1_i7",NA,"PPE24_MYCTO","Q:245-24,H:374-447",37.838,2.01e-09,"Uncharacterized PPE family protein PPE24","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"111","TRINITY_DN111237_c1_g1","TRINITY_DN111237_c1_g1_i7",NA,"PPE24_MYCTO","Q:242-15,H:335-410",36.842,1.44e-08,"Uncharacterized PPE family protein PPE24","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"112","TRINITY_DN111237_c1_g1","TRINITY_DN111237_c1_g1_i7",NA,"PPE24_MYCTO","Q:242-15,H:330-405",36.842,2.19e-07,"Uncharacterized PPE family protein PPE24","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"113","TRINITY_DN111237_c1_g1","TRINITY_DN111237_c1_g1_i7",NA,"PPE24_MYCTO","Q:242-15,H:325-400",36.842,3.89e-07,"Uncharacterized PPE family protein PPE24","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"114","TRINITY_DN111237_c1_g1","TRINITY_DN111237_c1_g1_i7",NA,"PPE24_MYCTO","Q:245-15,H:314-390",36.364,9.3e-07,"Uncharacterized PPE family protein PPE24","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"115","TRINITY_DN111237_c1_g1","TRINITY_DN111237_c1_g1_i7",NA,"PPE24_MYCTO","Q:242-15,H:320-395",35.526,9.01e-06,"Uncharacterized PPE family protein PPE24","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"116","TRINITY_DN111735_c0_g1","TRINITY_DN111735_c0_g1_i2",NA,"Y068_OSHVF","Q:905-3,H:155-474",23.438,1.1e-19,"Putative transmembrane protein ORF68","Viruses; Herpesvirales; Malacoherpesviridae; Ostreavirus","Viruses","Ostreavirus"
"117","TRINITY_DN112288_c0_g1","TRINITY_DN112288_c0_g1_i5",NA,"Y045_METMA","Q:238-5,H:256-335",37.5,3.71e-09,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"118","TRINITY_DN112288_c0_g1","TRINITY_DN112288_c0_g1_i5",NA,"Y045_METMA","Q:238-2,H:190-270",39.506,5.18e-08,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"119","TRINITY_DN113606_c0_g1","TRINITY_DN113606_c0_g1_i1","TRINITY_DN113606_c0_g1::TRINITY_DN113606_c0_g1_i1::g.23073::m.23073","YL093_MIMIV","Q:31-450,H:261-390",32.624,4.88e-10,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"120","TRINITY_DN113606_c0_g1","TRINITY_DN113606_c0_g1_i1","TRINITY_DN113606_c0_g1::TRINITY_DN113606_c0_g1_i1::g.23073::m.23073","YL093_MIMIV","Q:82-444,H:198-318",31.746,3.81e-06,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"121","TRINITY_DN113998_c0_g1","TRINITY_DN113998_c0_g1_i1",NA,"IAP3_OSHVF","Q:339-587,H:5-87",36.145,2.57e-11,"Putative apoptosis inhibitor ORF99","Viruses; Herpesvirales; Malacoherpesviridae; Ostreavirus","Viruses","Ostreavirus"
"122","TRINITY_DN115433_c0_g1","TRINITY_DN115433_c0_g1_i1",NA,"YL093_MIMIV","Q:252-16,H:284-366",50.602,7.34e-16,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"123","TRINITY_DN115433_c0_g1","TRINITY_DN115433_c0_g1_i1",NA,"YL093_MIMIV","Q:249-16,H:248-329",48.78,1.1e-13,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"124","TRINITY_DN115433_c0_g1","TRINITY_DN115433_c0_g1_i1",NA,"YL093_MIMIV","Q:249-16,H:318-399",47.561,1.71e-13,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"125","TRINITY_DN115433_c0_g1","TRINITY_DN115433_c0_g1_i1",NA,"YL093_MIMIV","Q:252-58,H:354-418",47.692,7.52e-10,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"126","TRINITY_DN115433_c0_g1","TRINITY_DN115433_c0_g1_i1",NA,"YL093_MIMIV","Q:249-16,H:174-259",36.047,1.1e-06,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"127","TRINITY_DN115573_c0_g1","TRINITY_DN115573_c0_g1_i3",NA,"IF2_DESRM","Q:283-11,H:223-313",29.67,6.86e-07,"Translation initiation factor IF-2","Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Desulfotomaculum","Bacteria","Desulfotomaculum"
"128","TRINITY_DN115573_c0_g1","TRINITY_DN115573_c0_g1_i3",NA,"IF2_DESRM","Q:283-11,H:199-289",29.67,1.23e-06,"Translation initiation factor IF-2","Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Desulfotomaculum","Bacteria","Desulfotomaculum"
"129","TRINITY_DN115573_c0_g1","TRINITY_DN115573_c0_g1_i3",NA,"IF2_DESRM","Q:283-11,H:211-301",29.67,1.23e-06,"Translation initiation factor IF-2","Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Desulfotomaculum","Bacteria","Desulfotomaculum"
"130","TRINITY_DN115573_c0_g1","TRINITY_DN115573_c0_g1_i3",NA,"IF2_DESRM","Q:283-11,H:175-265",29.67,1.97e-06,"Translation initiation factor IF-2","Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Desulfotomaculum","Bacteria","Desulfotomaculum"
"131","TRINITY_DN115573_c0_g1","TRINITY_DN115573_c0_g1_i3",NA,"IF2_DESRM","Q:283-11,H:187-277",29.67,1.97e-06,"Translation initiation factor IF-2","Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Desulfotomaculum","Bacteria","Desulfotomaculum"
"132","TRINITY_DN116654_c0_g1","TRINITY_DN116654_c0_g1_i2","TRINITY_DN116654_c0_g1::TRINITY_DN116654_c0_g1_i2::g.64374::m.64374","XERD_SELRU","Q:931-68,H:34-317",25.581,1.75e-16,"Integrase/recombinase xerD homolog","Bacteria; Firmicutes; Negativicutes; Selenomonadales; Selenomonadaceae; Selenomonas","Bacteria","Selenomonas"
"133","TRINITY_DN116660_c0_g2","TRINITY_DN116660_c0_g2_i1",NA,"POL_FLV","Q:155-400,H:1474-1555",37.805,1.33e-10,"Gag-Pol polyprotein","Viruses; Ortervirales; Retroviridae; Orthoretrovirinae; Gammaretrovirus","Viruses","Gammaretrovirus"
"134","TRINITY_DN116660_c0_g2","TRINITY_DN116660_c0_g2_i1",NA,"POL_FLV","Q:55-162,H:1441-1476",38.889,1.33e-10,"Gag-Pol polyprotein","Viruses; Ortervirales; Retroviridae; Orthoretrovirinae; Gammaretrovirus","Viruses","Gammaretrovirus"
"135","TRINITY_DN117318_c0_g1","TRINITY_DN117318_c0_g1_i1","TRINITY_DN117318_c0_g1::TRINITY_DN117318_c0_g1_i1::g.56784::m.56784","POL_FLV","Q:1382-1209,H:1436-1494",40.678,9.69e-10,"Gag-Pol polyprotein","Viruses; Ortervirales; Retroviridae; Orthoretrovirinae; Gammaretrovirus","Viruses","Gammaretrovirus"
"136","TRINITY_DN117318_c0_g1","TRINITY_DN117318_c0_g1_i1","TRINITY_DN117318_c0_g1::TRINITY_DN117318_c0_g1_i1::g.56784::m.56784","POL_FLV","Q:1185-1060,H:1506-1548",46.512,9.69e-10,"Gag-Pol polyprotein","Viruses; Ortervirales; Retroviridae; Orthoretrovirinae; Gammaretrovirus","Viruses","Gammaretrovirus"
"137","TRINITY_DN118126_c1_g1","TRINITY_DN118126_c1_g1_i3",NA,"ANKX_LEGPH","Q:195-19,H:376-441",39.394,4.98e-06,"Phosphocholine transferase AnkX","Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella","Bacteria","Legionella"
"138","TRINITY_DN118189_c0_g1","TRINITY_DN118189_c0_g1_i1","TRINITY_DN118189_c0_g1::TRINITY_DN118189_c0_g1_i1::g.49076::m.49076","HEX_VIBVL","Q:2-367,H:612-724",46.774,2.58e-30,"Beta-hexosaminidase","Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio","Bacteria","Vibrio"
"139","TRINITY_DN1187_c0_g1","TRINITY_DN1187_c0_g1_i1",NA,"V162_FOWPN","Q:5-193,H:186-252",44.776,4.05e-09,"Putative ankyrin repeat protein FPV162","Viruses; Poxviridae; Chordopoxvirinae; Avipoxvirus","Viruses","Avipoxvirus"
"140","TRINITY_DN118941_c1_g1","TRINITY_DN118941_c1_g1_i9","TRINITY_DN118941_c1_g1::TRINITY_DN118941_c1_g1_i9::g.24454::m.24454","Y045_METMA","Q:482-6,H:136-290",33.333,1.45e-12,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"141","TRINITY_DN118941_c1_g1","TRINITY_DN118941_c1_g1_i9","TRINITY_DN118941_c1_g1::TRINITY_DN118941_c1_g1_i9::g.24454::m.24454","Y045_METMA","Q:485-3,H:168-324",31.481,3.34e-11,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"142","TRINITY_DN118941_c1_g1","TRINITY_DN118941_c1_g1_i9","TRINITY_DN118941_c1_g1::TRINITY_DN118941_c1_g1_i9::g.24454::m.24454","Y045_METMA","Q:491-108,H:232-357",31.783,6.54e-08,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"143","TRINITY_DN119466_c0_g1","TRINITY_DN119466_c0_g1_i4","TRINITY_DN119466_c0_g1::TRINITY_DN119466_c0_g1_i4::g.53835::m.53835","YR911_MIMIV","Q:2-394,H:126-247",37.594,1.92e-11,"Putative ankyrin repeat protein R911","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"144","TRINITY_DN119466_c0_g1","TRINITY_DN119466_c0_g1_i4","TRINITY_DN119466_c0_g1::TRINITY_DN119466_c0_g1_i4::g.53835::m.53835","YR911_MIMIV","Q:2-394,H:246-367",36.09,9.56e-08,"Putative ankyrin repeat protein R911","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"145","TRINITY_DN119466_c0_g1","TRINITY_DN119466_c0_g1_i4","TRINITY_DN119466_c0_g1::TRINITY_DN119466_c0_g1_i4::g.53835::m.53835","YR911_MIMIV","Q:2-394,H:336-457",34.586,5.86e-07,"Putative ankyrin repeat protein R911","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"146","TRINITY_DN119466_c0_g1","TRINITY_DN119466_c0_g1_i4","TRINITY_DN119466_c0_g1::TRINITY_DN119466_c0_g1_i4::g.53835::m.53835","YR911_MIMIV","Q:2-223,H:216-282",40.541,3.17e-06,"Putative ankyrin repeat protein R911","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"147","TRINITY_DN119946_c1_g1","TRINITY_DN119946_c1_g1_i17","TRINITY_DN119946_c1_g1::TRINITY_DN119946_c1_g1_i17::g.49177::m.49177","YL093_MIMIV","Q:330-1,H:294-409",36.207,1.46e-06,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"148","TRINITY_DN119946_c1_g1","TRINITY_DN119946_c1_g1_i9","TRINITY_DN119946_c1_g1::TRINITY_DN119946_c1_g1_i9::g.49176::m.49176","Y045_METMA","Q:365-3,H:168-290",38.211,1.05e-08,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"149","TRINITY_DN120030_c0_g1","TRINITY_DN120030_c0_g1_i1","TRINITY_DN120030_c0_g1::TRINITY_DN120030_c0_g1_i1::g.64666::m.64666","GUNF_CLOTH","Q:399-1,H:19-151",57.143,9.25e-46,"Endoglucanase F","Bacteria; Firmicutes; Clostridia; Clostridiales; Hungateiclostridiaceae; Hungateiclostridium","Bacteria","Hungateiclostridium"
"150","TRINITY_DN120050_c0_g1","TRINITY_DN120050_c0_g1_i4","TRINITY_DN120050_c0_g1::TRINITY_DN120050_c0_g1_i4::g.64677::m.64677","Y045_METMA","Q:1-303,H:193-289",41.509,1.69e-11,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"151","TRINITY_DN120050_c0_g1","TRINITY_DN120050_c0_g1_i4","TRINITY_DN120050_c0_g1::TRINITY_DN120050_c0_g1_i4::g.64677::m.64677","Y045_METMA","Q:1-279,H:259-345",35.417,1.83e-07,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"152","TRINITY_DN120050_c0_g1","TRINITY_DN120050_c0_g1_i4","TRINITY_DN120050_c0_g1::TRINITY_DN120050_c0_g1_i4::g.64677::m.64677","Y045_METMA","Q:1-303,H:127-223",39.048,2.14e-07,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"153","TRINITY_DN120050_c0_g1","TRINITY_DN120050_c0_g1_i4","TRINITY_DN120050_c0_g1::TRINITY_DN120050_c0_g1_i4::g.64677::m.64677","Y045_METMA","Q:1-276,H:94-179",36.458,6.43e-06,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"154","TRINITY_DN120050_c0_g1","TRINITY_DN120050_c0_g1_i5","TRINITY_DN120050_c0_g1::TRINITY_DN120050_c0_g1_i5::g.64678::m.64678","Y045_METMA","Q:1-531,H:160-324",36.813,1.37e-18,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"155","TRINITY_DN120050_c0_g1","TRINITY_DN120050_c0_g1_i5","TRINITY_DN120050_c0_g1::TRINITY_DN120050_c0_g1_i5::g.64678::m.64678","Y045_METMA","Q:1-501,H:193-345",36.257,2.49e-18,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"156","TRINITY_DN120050_c0_g1","TRINITY_DN120050_c0_g1_i5","TRINITY_DN120050_c0_g1::TRINITY_DN120050_c0_g1_i5::g.64678::m.64678","Y045_METMA","Q:1-531,H:94-258",35.326,1.74e-17,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"157","TRINITY_DN120050_c0_g1","TRINITY_DN120050_c0_g1_i5","TRINITY_DN120050_c0_g1::TRINITY_DN120050_c0_g1_i5::g.64678::m.64678","Y045_METMA","Q:1-297,H:259-351",35.294,4.63e-07,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"158","TRINITY_DN120105_c0_g1","TRINITY_DN120105_c0_g1_i1","TRINITY_DN120105_c0_g1::TRINITY_DN120105_c0_g1_i1::g.55318::m.55318","PORA_BACPM","Q:23-391,H:133-264",31.852,5.8e-09,"Beta-porphyranase A","Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides","Bacteria","Bacteroides"
"159","TRINITY_DN120416_c0_g1","TRINITY_DN120416_c0_g1_i2","TRINITY_DN120416_c0_g1::TRINITY_DN120416_c0_g1_i2::g.26127::m.26127","BDHA_RHIME","Q:2-403,H:125-258",38.806,1.13e-30,"D-beta-hydroxybutyrate dehydrogenase","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium","Bacteria","Sinorhizobium"
